line	raw_symbol	demangled
422358	_Z28Register_CmdStartObjectTweenv	Register_CmdStartObjectTween()
422443	_Z22Register_CmdStartTweenv	Register_CmdStartTween()
422527	_Z23Register_CmdReplaceGamev	Register_CmdReplaceGame()
422611	_Z31Register_CmdSetWindowBrightnessv	Register_CmdSetWindowBrightness()
422696	_Z31Register_CmdGetWindowBrightnessv	Register_CmdGetWindowBrightness()
422781	_Z26Register_CmdSetWindowTitlev	Register_CmdSetWindowTitle()
422866	_Z28Register_CmdToggleSoundPausev	Register_CmdToggleSoundPause()
422951	_Z28Register_CmdSetSoundPropertyv	Register_CmdSetSoundProperty()
423036	_Z28Register_CmdGetSoundPropertyv	Register_CmdGetSoundProperty()
423121	_Z22Register_CmdGetSoundIdv	Register_CmdGetSoundId()
423205	_Z21Register_CmdStopSoundv	Register_CmdStopSound()
423289	_Z22Register_CmdStartSoundv	Register_CmdStartSound()
423373	_Z23Register_CmdGetPropertyv	Register_CmdGetProperty()
423457	_Z31Register_CmdStartDefaultBrowserv	Register_CmdStartDefaultBrowser()
423542	_Z36Register_CmdSetGameClientAchievementv	Register_CmdSetGameClientAchievement()
423627	_Z36Register_CmdGetGameClientAchievementv	Register_CmdGetGameClientAchievement()
423712	_Z32Register_CmdResetGameClientStatsv	Register_CmdResetGameClientStats()
423797	_Z29Register_CmdSetGameClientStatv	Register_CmdSetGameClientStat()
423882	_Z29Register_CmdGetGameClientStatv	Register_CmdGetGameClientStat()
423967	_Z26Register_CmdInitGameClientv	Register_CmdInitGameClient()
424052	_Z32Register_CmdRegisterHookFunctionv	Register_CmdRegisterHookFunction()
424137	_Z34Register_CmdUnregisterEventHandlerv	Register_CmdUnregisterEventHandler()
424222	_Z32Register_CmdRegisterEventHandlerv	Register_CmdRegisterEventHandler()
424307	_Z28Register_CmdCreateScreenshotv	Register_CmdCreateScreenshot()
424392	_Z24Register_CmdSetCursorPosv	Register_CmdSetCursorPos()
424476	_Z24Register_CmdGetCursorPosv	Register_CmdGetCursorPos()
424560	_Z21Register_CmdSetVolumev	Register_CmdSetVolume()
424644	_Z21Register_CmdGetVolumev	Register_CmdGetVolume()
424728	_Z25Register_CmdStopAnimationv	Register_CmdStopAnimation()
424813	_Z26Register_CmdStartAnimationv	Register_CmdStartAnimation()
424898	_Z22Register_CmdStopActionv	Register_CmdStopAction()
424982	_Z23Register_CmdStartActionv	Register_CmdStartAction()
425066	_Z18InitPlayerCommandsP15TVisionaireGameRK8wxStringS3_S3_	InitPlayerCommands(TVisionaireGame*, wxString const&, wxString const&, wxString const&)
431769	_Z34ix86_override_options_after_changev_34	ix86_override_options_after_change()
431792	_Z34ix86_override_options_after_changev_35	ix86_override_options_after_change()
431814	_ZL6writerP9lua_StatePKvmPv	writer(lua_State*, void const*, unsigned long, void*)
431833	_Z13TraverseTableiR10TVisObjRefR15TVisionaireGame	TraverseTable(int, TVisObjRef&, TVisionaireGame&)
432803	_Z25SaveGlobalScriptVariablesR15TVisionaireGame	SaveGlobalScriptVariables(TVisionaireGame&)
432858	_Z12TraverseListRK6TVListiR15TVisionaireGame	TraverseList(TVList const&, int, TVisionaireGame&)
433397	_Z25LoadGlobalScriptVariablesR15TVisionaireGame	LoadGlobalScriptVariables(TVisionaireGame&)
434041	_Z34ix86_override_options_after_changev_36	ix86_override_options_after_change()
438436	_Z34ix86_override_options_after_changev_37	ix86_override_options_after_change()
438459	_Z11graphics_gcP9lua_State	graphics_gc(lua_State*)
438474	_ZL11sprite_callP9lua_State	sprite_call(lua_State*)
438488	_ZL17graphics_newindexP9lua_State	graphics_newindex(lua_State*)
438684	_ZL14graphics_clearP9lua_State	graphics_clear(lua_State*)
438739	_ZL29graphics_getMatrix1PropertiesP9lua_State	graphics_getMatrix1Properties(lua_State*)
438799	_ZL33graphics_getCharacterTextPositionP9lua_State	graphics_getCharacterTextPosition(lua_State*)
438884	_ZL30graphics_getAnimationInnerSizeP9lua_State	graphics_getAnimationInnerSize(lua_State*)
439030	_ZL25graphics_getAnimationSizeP9lua_State	graphics_getAnimationSize(lua_State*)
439155	_ZL29graphics_getCurrentSpritePathP9lua_State	graphics_getCurrentSpritePath(lua_State*)
439281	_ZL24graphics_bindFramebufferP9lua_State	graphics_bindFramebuffer(lua_State*)
439301	_ZL21graphics_setupOffsetsP9lua_State	graphics_setupOffsets(lua_State*)
439363	_ZL20graphics_drawIndexedP9lua_State	graphics_drawIndexed(lua_State*)
439398	_ZL17graphics_drawLineP9lua_State	graphics_drawLine(lua_State*)
439476	_ZL16graphics_drawBoxP9lua_State	graphics_drawBox(lua_State*)
439554	_Z18graphics_shaderUseP9lua_State	graphics_shaderUse(lua_State*)
439612	_ZL26graphics_createFramebufferP9lua_State	graphics_createFramebuffer(lua_State*)
439671	_ZL26graphics_createIndexBufferP9lua_State	graphics_createIndexBuffer(lua_State*)
439727	_ZL26graphics_getScrollPositionP9lua_State	graphics_getScrollPosition(lua_State*)
439764	_ZL26graphics_setScrollPositionP9lua_State	graphics_setScrollPosition(lua_State*)
439807	_Z18graphics_getAttribP9lua_State	graphics_getAttrib(lua_State*)
439878	_ZL18graphics_fontColorP9lua_State	graphics_fontColor(lua_State*)
439950	_ZL23graphics_fontLineHeightP9lua_State	graphics_fontLineHeight(lua_State*)
439975	_ZL15graphics_noise2P9lua_State	graphics_noise2(lua_State*)
440087	_ZL14graphics_noiseP9lua_State	graphics_noise(lua_State*)
440152	_ZL21graphics_isUpsideDownP9lua_State	graphics_isUpsideDown(lua_State*)
440172	_ZL10sprite_newP9lua_State	sprite_new(lua_State*)
440228	_ZL18graphics_clipboardP9lua_State	graphics_clipboard(lua_State*)
440260	_Z20graphics_box2DoffsetP9lua_State	graphics_box2Doffset(lua_State*)
440333	_Z24graphics_lockAspectRatioP9lua_State	graphics_lockAspectRatio(lua_State*)
440360	_ZL11movie_indexP9lua_State	movie_index(lua_State*)
440499	_ZL12sprite_indexP9lua_State	sprite_index(lua_State*)
440734	_Z23graphics_shaderCallbackP9lua_State	graphics_shaderCallback(lua_State*)
440800	_ZL17graphics_box2dnewP9lua_State	graphics_box2dnew(lua_State*)
440847	_ZL21graphics_openedVideosP9lua_State	graphics_openedVideos(lua_State*)
441099	_ZL10movie_drawP9lua_State	movie_draw(lua_State*)
441176	_ZL10movie_seekP9lua_State	movie_seek(lua_State*)
441226	_ZL14movie_newindexP9lua_State	movie_newindex(lua_State*)
441406	_ZL17movie_getDurationP9lua_State	movie_getDuration(lua_State*)
441456	_ZL13movie_getTimeP9lua_State	movie_getTime(lua_State*)
441505	_ZL11movie_pauseP9lua_State	movie_pause(lua_State*)
441550	_ZL12movie_resumeP9lua_State	movie_resume(lua_State*)
441595	_ZL31graphics_drawSpriteWithNineRectP9lua_State	graphics_drawSpriteWithNineRect(lua_State*)
442254	_ZL15sprite_newindexP9lua_State	sprite_newindex(lua_State*)
442482	_ZL12sprite_clearP9lua_State	sprite_clear(lua_State*)
442527	_ZL19graphics_drawSpriteP9lua_State	graphics_drawSprite(lua_State*)
442644	_ZL11buffer_bindP9lua_State	buffer_bind(lua_State*)
442690	_ZL9buffer_gcP9lua_State	buffer_gc(lua_State*)
442740	_ZL9sprite_gcP9lua_State	sprite_gc(lua_State*)
442790	_ZL16framebuffer_bindP9lua_State	framebuffer_bind(lua_State*)
442837	_ZL14framebuffer_gcP9lua_State	framebuffer_gc(lua_State*)
442889	_Z27graphics_shaderDrawCallbackP9lua_State	graphics_shaderDrawCallback(lua_State*)
442956	_Z25graphics_lightmapCallbackP9lua_State	graphics_lightmapCallback(lua_State*)
442984	_ZL23graphics_loadMemoryWEBPP9lua_State	graphics_loadMemoryWEBP(lua_State*)
443087	_ZL23graphics_removeDrawFuncP9lua_State	graphics_removeDrawFunc(lua_State*)
443383	_ZL13buffer_updateP9lua_State	buffer_update(lua_State*)
443504	_ZL21graphics_createBufferP9lua_State	graphics_createBuffer(lua_State*)
443560	_ZL22graphics_loadMemoryJPGP9lua_State	graphics_loadMemoryJPG(lua_State*)
443741	_ZL22graphics_loadMemoryPNGP9lua_State	graphics_loadMemoryPNG(lua_State*)
443885	_ZL18graphics_evalTweenP9lua_State	graphics_evalTween(lua_State*)
445082	_ZL12movie_finishP9lua_State	movie_finish(lua_State*)
445231	_ZL8movie_gcP9lua_State	movie_gc(lua_State*)
445380	_ZL22graphics_drawAnimationP9lua_State	graphics_drawAnimation(lua_State*)
445502	_ZL29graphics_instantiateAnimationP9lua_State	graphics_instantiateAnimation(lua_State*)
445659	_ZL22graphics_fontDimensionP9lua_State	graphics_fontDimension(lua_State*)
445742	_ZL17graphics_drawFontP9lua_State	graphics_drawFont(lua_State*)
445852	_Z22graphics_shaderUniformP9lua_State	graphics_shaderUniform(lua_State*)
446320	_ZL18graphics_movieOpenP9lua_State	graphics_movieOpen(lua_State*)
447048	_ZL21graphics_loadFromFileP9lua_State	graphics_loadFromFile(lua_State*)
447358	_Z18editor_FieldByNameP9lua_State	editor_FieldByName(lua_State*)
447375	_Z18editor_FieldsForIdP9lua_State	editor_FieldsForId(lua_State*)
447392	_Z17editor_FieldForIdP9lua_State	editor_FieldForId(lua_State*)
447409	_Z21editor_FieldsOfVisObjP9lua_State	editor_FieldsOfVisObj(lua_State*)
447426	_Z9transformff	transform(float, float)
447452	_Z11InitDrawLuaP9lua_State	InitDrawLua(lua_State*)
447596	_Z26graphics_unlockAspectRatioP9lua_State	graphics_unlockAspectRatio(lua_State*)
447695	_Z18ShaderDrawCallbackRKSsPf	ShaderDrawCallback(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, float*)
448102	_Z14ShaderCallbackiP10TVisObjRef	ShaderCallback(int, TVisObjRef*)
448282	_ZL26graphics_performLinebreaksP9lua_State	graphics_performLinebreaks(lua_State*)
448596	_ZL20graphics_addDrawFuncP9lua_State	graphics_addDrawFunc(lua_State*)
449966	_GLOBAL__sub_I_luaDrawBeforeScene	_GLOBAL__sub_I_luaDrawBeforeScene
450074	_Z34ix86_override_options_after_changev_38	ix86_override_options_after_change()
450711	_Z23ConvertHapticEffectType21TControllerEffectType	ConvertHapticEffectType(TControllerEffectType)
450733	_Z28ConvertHapticEffectDirection26TControllerEffectDirection	ConvertHapticEffectDirection(TControllerEffectDirection)
453908	_GLOBAL__I_yyleng	global constructors keyed to yyleng
455648	_Z34ix86_override_options_after_changev_39	ix86_override_options_after_change()
462404	_Z17FillLoadingScreenR14SLoadingScreenRK10TVisObjRef	FillLoadingScreen(SLoadingScreen&, TVisObjRef const&)
483143	_GLOBAL__sub_I_MainLoopsPaused	_GLOBAL__sub_I_MainLoopsPaused
483782	_Z34ix86_override_options_after_changev_40	ix86_override_options_after_change()
485579	_Z34ix86_override_options_after_changev_41	ix86_override_options_after_change()
491886	_Z34ix86_override_options_after_changev_42	ix86_override_options_after_change()
491982	_Z20TerminateApplicationv	TerminateApplication()
492103	_Z15GetResourcePathRKSs	GetResourcePath(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
492124	_Z7CleanUpb	CleanUp(bool)
492257	_Z18setProcessDpiAwarev	setProcessDpiAware()
492271	_Z14CreateWindowGLRK6wxSizeRS_l	CreateWindowGL(wxSize const&, wxSize&, long)
492894	_Z16ParseCommandLineiPPcR15wxCmdLineParser	ParseCommandLine(int, char**, wxCmdLineParser&)
493088	_Z4InitRK8wxStringR6wxSizeS3_iPPcR15wxCmdLineParser	Init(wxString const&, wxSize&, wxSize&, int, char**, wxCmdLineParser&)
497397	_Z14ShowMessageBoxRK8wxStringS1_	ShowMessageBox(wxString const&, wxString const&)
497495	_Z24StartLoadingScreenThreadv	StartLoadingScreenThread()
497509	_Z9m_strncmpPKcS0_m	m_strncmp(char const*, char const*, unsigned long)
497603	_Z14IsMultigesturev	IsMultigesture()
497640	_Z11ToScreenPosii	ToScreenPos(int, int)
497745	_Z9ShowFramePv	ShowFrame(void*)
498899	_Z19LoadingScreenThreadPv	LoadingScreenThread(void*)
499508	main	main
500221	_GLOBAL__sub_I_graphics	_GLOBAL__sub_I_graphics
500424	_Z14LoadConfigFileR8wxStringPS_PbS2_S2_P11eResolutionS2_R6wxSizeP10wxLogLevelPlS1_S9_S9_S9_S9_S9_S9_S2_P18eGraphicsInterfaceS2_S1_	LoadConfigFile(wxString&, wxString*, bool*, bool*, bool*, eResolution*, bool*, wxSize&, wxLogLevel*, long*, wxString*, long*, long*, long*, long*, long*, long*, bool*, eGraphicsInterface*, bool*, wxString*)
503046	_Z11WriteVolumeiiiii	WriteVolume(int, int, int, int, int)
504929	_Z34ix86_override_options_after_changev_43	ix86_override_options_after_change()
504952	_Z34ix86_override_options_after_changev_44	ix86_override_options_after_change()
505135	_ZL12_PrintStringPwmP11_FormatInfoPKw	_PrintString(wchar_t*, unsigned long, _FormatInfo*, wchar_t const*)
505305	_ZL18_PrintUnsignedLongPwmP11_FormatInfom	_PrintUnsignedLong(wchar_t*, unsigned long, _FormatInfo*, unsigned long)
505404	_ZL10_PrintLongPwmP11_FormatInfol	_PrintLong(wchar_t*, unsigned long, _FormatInfo*, long)
505559	_ZL14_PrintLongLongPwmP11_FormatInfol	_PrintLongLong(wchar_t*, unsigned long, _FormatInfo*, long)
505714	_ZL22_PrintUnsignedLongLongPwmP11_FormatInfom	_PrintUnsignedLongLong(wchar_t*, unsigned long, _FormatInfo*, unsigned long)
505813	_ZL18_PrintUnsignedLongPwmP11_FormatInfom_constprop_61	_PrintUnsignedLong(wchar_t*, unsigned long, _FormatInfo*, unsigned long)
505906	_ZL12_PrintStringR8wxStringP11_FormatInfoPKw	_PrintString(wxString&, _FormatInfo*, wchar_t const*)
506094	_ZL18_PrintUnsignedLongR8wxStringP11_FormatInfom	_PrintUnsignedLong(wxString&, _FormatInfo*, unsigned long)
506191	_ZL10_PrintLongR8wxStringP11_FormatInfol	_PrintLong(wxString&, _FormatInfo*, long)
506345	_ZL14_PrintLongLongR8wxStringP11_FormatInfol	_PrintLongLong(wxString&, _FormatInfo*, long)
506498	_ZL22_PrintUnsignedLongLongR8wxStringP11_FormatInfom	_PrintUnsignedLongLong(wxString&, _FormatInfo*, unsigned long)
506594	_ZL18_PrintUnsignedLongR8wxStringP11_FormatInfom_constprop_60	_PrintUnsignedLong(wxString&, _FormatInfo*, unsigned long)
506686	_Z7wstrchrPKwi	wstrchr(wchar_t const*, int)
507470	_Z12_wstr_printfR8wxStringPKwP13__va_list_tag	_wstr_printf(wxString&, wchar_t const*, __va_list_tag*)
508516	_Z11_wvsnprintfPwmPKwP13__va_list_tag	_wvsnprintf(wchar_t*, unsigned long, wchar_t const*, __va_list_tag*)
509555	_Z18wine_utf8_wcstombsiPKwiPci	wine_utf8_wcstombs(int, wchar_t const*, int, char*, int)
509843	_Z18utf8_next_char_lenh	utf8_next_char_len(unsigned char)
509871	_Z16decode_utf8_charhPPKcS0_	decode_utf8_char(unsigned char, char const**, char const*)
509954	_Z18wine_utf8_mbstowcsiPKciPwi	wine_utf8_mbstowcs(int, char const*, int, wchar_t*, int)
510608	_Z6t_initRi	t_init(int&)
510627	_Z7t_stateRiPcPKc	t_state(int&, char*, char const*)
510721	_Z7t_stateRiPc	t_state(int&, char*)
512009	_Z7wstrlenPKw	wstrlen(wchar_t const*)
512040	_Z9m_wstrcmpPKwS0_	m_wstrcmp(wchar_t const*, wchar_t const*)
512120	_Z10m_wstrcmpiPKwS0_	m_wstrcmpi(wchar_t const*, wchar_t const*)
512847	_Z14wxConvertMB2WXPKc	wxConvertMB2WX(char const*)
512950	_Z11SplitStringRSt6vectorISsSaISsEEPKcc	SplitString(std::vector<std::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, char const*, char)
513201	_Z11SplitStringRSt6vectorI8wxStringSaIS0_EEPKww	SplitString(std::vector<wxString, std::allocator<wxString> >&, wchar_t const*, wchar_t)
513537	_Z11SplitStringRSt6vectorI8wxStringSaIS0_EEPKcc	SplitString(std::vector<wxString, std::allocator<wxString> >&, char const*, char)
513866	_Z34ix86_override_options_after_changev_45	ix86_override_options_after_change()
516880	_GLOBAL__sub_I__ZN4sha110initResultEv	_GLOBAL__sub_I__ZN4sha110initResultEv
519845	_GLOBAL__sub_I__ZN20TComposedFileManager15s_mainContainerE	_GLOBAL__sub_I__ZN20TComposedFileManager15s_mainContainerE
522292	_Z34ix86_override_options_after_changev_46	ix86_override_options_after_change()
525772	_Z34ix86_override_options_after_changev_47	ix86_override_options_after_change()
525795	_Z9CONVTOSTRRKi	CONVTOSTR(int const&)
525860	_Z9CONVTOSTRRKj	CONVTOSTR(unsigned int const&)
525924	_Z9CONVTOSTRRKl	CONVTOSTR(long const&)
525989	_Z9CONVTOSTRRKm	CONVTOSTR(unsigned long const&)
526470	_Z8SameListRKSt6vectorI6wxRectSaIS0_EES4_	SameList(std::vector<wxRect, std::allocator<wxRect> > const&, std::vector<wxRect, std::allocator<wxRect> > const&)
526558	_Z8SameListRKSt6vectorI7wxPointSaIS0_EES4_	SameList(std::vector<wxPoint, std::allocator<wxPoint> > const&, std::vector<wxPoint, std::allocator<wxPoint> > const&)
526626	_Z8SameListRKSt6vectorI7TSpriteSaIS0_EES4_	SameList(std::vector<TSprite, std::allocator<TSprite> > const&, std::vector<TSprite, std::allocator<TSprite> > const&)
526697	_Z8SameListRKSt6vectorI11TCharHolderSaIS0_EES4_	SameList(std::vector<TCharHolder, std::allocator<TCharHolder> > const&, std::vector<TCharHolder, std::allocator<TCharHolder> > const&)
526785	_Z8SameListRKSt6vectorIiSaIiEES3_	SameList(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&)
526850	_Z8SameListRKSt6vectorIfSaIfEES3_	SameList(std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&)
526916	_Z8SameListRKSt6vectorI8wxStringSaIS0_EES4_	SameList(std::vector<wxString, std::allocator<wxString> > const&, std::vector<wxString, std::allocator<wxString> > const&)
527454	_Z12ConvertToIntPKcS0_	ConvertToInt(char const*, char const*)
527575	_Z14ConvertToFloatPKcS0_	ConvertToFloat(char const*, char const*)
527701	_Z13ConvertToBoolPKcS0_	ConvertToBool(char const*, char const*)
527746	_Z15ConvertToStringPKcS0_	ConvertToString(char const*, char const*)
527885	_Z17ConvertToFileNamePKcS0_	ConvertToFileName(char const*, char const*)
529792	yasm_value_delete	yasm_value_delete
529819	yasm_value_delete_0	yasm_value_delete_0
530023	yasm_value_delete_1	yasm_value_delete_1
531676	_ZNK11TCharHoldercv10wxFileNameEv	TCharHolder::operator wxFileName() const
531830	_ZNK11TCharHoldercv8wxStringEv	TCharHolder::operator wxString() const
535313	_Z11xmlReadFilePKc	xmlReadFile(char const*)
539784	_GLOBAL__sub_I__Z9CONVTOSTRRKi	_GLOBAL__sub_I__Z9CONVTOSTRRKi
540055	_Z34ix86_override_options_after_changev_48	ix86_override_options_after_change()
540078	_Z9strToLongRK8wxString	strToLong(wxString const&)
540102	_Z10strToFloatRK8wxString	strToFloat(wxString const&)
540127	_Z8strtointRK8wxString	strtoint(wxString const&)
540151	_Z19ConvertStringToSizeRK8wxStringR6wxSize	ConvertStringToSize(wxString const&, wxSize&)
540426	_Z23ConvertHexStringToColorRK8wxStringR8wxColour	ConvertHexStringToColor(wxString const&, wxColour&)
540655	_Z17ByteStreamToULongPh	ByteStreamToULong(unsigned char*)
540681	_Z16ByteStreamToLongPh	ByteStreamToLong(unsigned char*)
540707	_Z23GetLargestFreeHeapBlockv	GetLargestFreeHeapBlock()
540723	_Z13base64_encodePKhj	base64_encode(unsigned char const*, unsigned int)
541071	_Z13base64_decodeRKSs	base64_decode(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
541405	_GLOBAL__sub_I__Z9strToLongRK8wxString	_GLOBAL__sub_I__Z9strToLongRK8wxString
549264	_GLOBAL__sub_I__ZN13TComposedFile7onErrorE	_GLOBAL__sub_I__ZN13TComposedFile7onErrorE
551846	_Z34ix86_override_options_after_changev_49	ix86_override_options_after_change()
552164	_Z34ix86_override_options_after_changev_50	ix86_override_options_after_change()
553402	_GLOBAL__sub_I__ZN14TStandardPaths13s_isEditorAppE	_GLOBAL__sub_I__ZN14TStandardPaths13s_isEditorAppE
553922	_GLOBAL__sub_I__ZN4Geni6DBconn11_dbpoollockE_0	_GLOBAL__sub_I__ZN4Geni6DBconn11_dbpoollockE_0
553952	_Z4SaltPc	Salt(char*)
554001	_Z7ShufflePc	Shuffle(char*)
554077	_Z7shufflePhm	shuffle(unsigned char*, unsigned long)
554193	_Z16ManipulateForMD5Pc	ManipulateForMD5(char*)
554256	_Z8PrintMD5Ph	PrintMD5(unsigned char*)
555250	_Z10MD4_UpdateP7MD4_CTXPKhj	MD4_Update(MD4_CTX*, unsigned char const*, unsigned int)
555612	_Z7MD5FilePc	MD5File(char*)
555941	_Z9MD5StringPKcm	MD5String(char const*, unsigned long)
556344	_Z34ix86_override_options_after_changev_51	ix86_override_options_after_change()
556367	_Z14ConvertFromLuaR7wxPointi	ConvertFromLua(wxPoint&, int)
556442	_Z12ConvertToLuaRK7wxPoint	ConvertToLua(wxPoint const&)
556481	_Z14ConvertFromLuaR6wxRecti	ConvertFromLua(wxRect&, int)
556594	_Z12ConvertToLuaRK6wxRect	ConvertToLua(wxRect const&)
556651	_Z14ConvertFromLuaR7TSpritei	ConvertFromLua(TSprite&, int)
556849	_Z12ConvertToLuaRK7TSprite	ConvertToLua(TSprite const&)
557096	_Z14ConvertFromLuaR13TTextLanguagei	ConvertFromLua(TTextLanguage&, int)
557204	_Z12ConvertToLuaRK13TTextLanguage	ConvertToLua(TTextLanguage const&)
557263	_Z12ConvertToLuaRKSt6vectorIiSaIiEE	ConvertToLua(std::vector<int, std::allocator<int> > const&)
557313	_Z12ConvertToLuaRKSt6vectorIfSaIfEE	ConvertToLua(std::vector<float, std::allocator<float> > const&)
557364	_Z12ConvertToLuaRKSt6vectorI7wxPointSaIS0_EE	ConvertToLua(std::vector<wxPoint, std::allocator<wxPoint> > const&)
557435	_Z12ConvertToLuaRKSt6vectorI13TTextLanguageSaIS0_EE	ConvertToLua(std::vector<TTextLanguage, std::allocator<TTextLanguage> > const&)
557487	_Z12ConvertToLuaRKSt6vectorI6wxRectSaIS0_EE	ConvertToLua(std::vector<wxRect, std::allocator<wxRect> > const&)
557576	_Z12ConvertToLuaRKSt6vectorI11TCharHolderSaIS0_EE	ConvertToLua(std::vector<TCharHolder, std::allocator<TCharHolder> > const&)
557632	_Z12ConvertToLuaRKSt6vectorI7TSpriteSaIS0_EE	ConvertToLua(std::vector<TSprite, std::allocator<TSprite> > const&)
557684	_Z14ConvertFromLuaRSt6vectorI7wxPointSaIS0_EEi	ConvertFromLua(std::vector<wxPoint, std::allocator<wxPoint> >&, int)
557822	_Z14ConvertFromLuaRSt6vectorI6wxRectSaIS0_EEi	ConvertFromLua(std::vector<wxRect, std::allocator<wxRect> >&, int)
557925	_Z14ConvertFromLuaRSt6vectorI7TSpriteSaIS0_EEi	ConvertFromLua(std::vector<TSprite, std::allocator<TSprite> >&, int)
558061	_Z14ConvertFromLuaRSt6vectorIiSaIiEEi	ConvertFromLua(std::vector<int, std::allocator<int> >&, int)
558160	_Z14ConvertFromLuaRSt6vectorIfSaIfEEi	ConvertFromLua(std::vector<float, std::allocator<float> >&, int)
558329	_Z14ConvertFromLuaRSt6vectorI11TCharHolderSaIS0_EEi	ConvertFromLua(std::vector<TCharHolder, std::allocator<TCharHolder> >&, int)
558449	_Z14ConvertFromLuaRSt6vectorI13TTextLanguageSaIS0_EEi	ConvertFromLua(std::vector<TTextLanguage, std::allocator<TTextLanguage> >&, int)
559349	_Z34ix86_override_options_after_changev_52	ix86_override_options_after_change()
559488	_Z34ix86_override_options_after_changev_53	ix86_override_options_after_change()
559527	_Z5EnterPv	Enter(void*)
559546	_Z12DoStringHashIKwEmPT_	unsigned long DoStringHash<wchar_t const>(wchar_t const*)
559589	_Z12DoStringHashIKcEmPT_	unsigned long DoStringHash<char const>(char const*)
559793	_Z17file_get_contentsPKc	file_get_contents(char const*)
559894	_Z20wxGetLocalTimeMillisv	wxGetLocalTimeMillis()
559911	_Z11timeGetTimev	timeGetTime()
559925	_Z12wxMilliSleepl	wxMilliSleep(long)
559982	_Z14wxGetLocalTimev	wxGetLocalTime()
560181	_ZeqRK7wxPointS1_	operator==(wxPoint const&, wxPoint const&)
560208	_ZneRK7wxPointS1_	operator!=(wxPoint const&, wxPoint const&)
560235	_ZpLR7wxPointRKS_	operator+=(wxPoint&, wxPoint const&)
560255	_ZmIR7wxPointRKS_	operator-=(wxPoint&, wxPoint const&)
560275	_ZmlRK7wxPointRKf	operator*(wxPoint const&, float const&)
560299	_ZplRK7wxPointS1_	operator+(wxPoint const&, wxPoint const&)
560321	_ZmiRK7wxPointS1_	operator-(wxPoint const&, wxPoint const&)
560343	_ZngRK7wxPoint	operator-(wxPoint const&)
561236	_Z12wxInitializev	wxInitialize()
561251	_Z14wxUninitializev	wxUninitialize()
562200	_Z16CheckIfDirExistsRK8wxString	CheckIfDirExists(wxString const&)
562321	_Z12fastMatchingR8wxStringS0_	fastMatching(wxString&, wxString&)
562692	_Z5toUTFP8wxStringPKc	toUTF(wxString*, char const*)
562756	_Z9GetFolderi	GetFolder(int)
563470	_Z4toMBPSsPKw	toMB(std::basic_string<char, std::char_traits<char>, std::allocator<char> >*, wchar_t const*)
567004	_Z8wxStrlenPKw	wxStrlen(wchar_t const*)
567033	_Z8wxStrlenPKc	wxStrlen(char const*)
567061	_Z12wxStringHashRKSbIwSt11char_traitsIwESaIwEE	wxStringHash(std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&)
567078	_Z12wxStringHashPKw	wxStringHash(wchar_t const*)
567093	_Z12wxStringHashRKSs	wxStringHash(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
567109	_Z12wxStringHashPKc	wxStringHash(char const*)
567124	_Z13wxStringEqualPKcS0_	wxStringEqual(char const*, char const*)
567143	_Z13wxIntegerHashi	wxIntegerHash(int)
567158	_Z14wxIntegerEqualii	wxIntegerEqual(int, int)
567174	_Z12wxRemoveFile8wxString	wxRemoveFile(wxString)
567318	_Z6wxStatRK10wxFileNameP12wxStructStat	wxStat(wxFileName const&, wxStructStat*)
567442	_Z22wxFileModificationTimeRK8wxString	wxFileModificationTime(wxString const&)
567685	_Z13couldBeNumberR8wxString	couldBeNumber(wxString&)
568091	_Z10wxCopyFileRK8wxStringS1_	wxCopyFile(wxString const&, wxString const&)
568218	_Z13wxStringEqualRKSbIwSt11char_traitsIwESaIwEES4_	wxStringEqual(std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&, std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> > const&)
568252	_Z8x_assertbPKcS0_i	x_assert(bool, char const*, char const*, int)
569033	_Z22wxLaunchDefaultBrowserRK8wxString	wxLaunchDefaultBrowser(wxString const&)
569571	_Z12wxRenameFile8wxStringS_	wxRenameFile(wxString, wxString)
569769	_Z10wxLangInitv	wxLangInit()
582955	_GLOBAL__sub_I__Z17file_get_contentsPKc	_GLOBAL__sub_I__Z17file_get_contentsPKc
584523	_Z34ix86_override_options_after_changev_54	ix86_override_options_after_change()
586456	_Z34ix86_override_options_after_changev_55	ix86_override_options_after_change()
586479	_Z8cmpOrderPK17TVisionaireObjectS1_	cmpOrder(TVisionaireObject const*, TVisionaireObject const*)
587114	_Z6PackIdRK3TId	PackId(TId const&)
587148	_Z8UnpackIdl	UnpackId(long)
587176	_Z5cmpIdPK17TVisionaireObjectS1_	cmpId(TVisionaireObject const*, TVisionaireObject const*)
