assert_line	original_file	original_source_line	expression	enclosing_function
116163	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/objectManaged.cpp	71	m_pAnimationLink == NULL	TMObject::SetActive(bool)
138037	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/characterManaged.cpp	50	m_pAnimationLink == NULL	TMCharacter::SetAnimation(TGAnimation*)
138872	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/interfaceGame.cpp	624	false	TGInterface::Draw()
149704	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/animationGame.cpp	114	false	TGAnimation::DetachOwner(TAnimationOwner*)
191507	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/managedObject.cpp	369	text != NULL	TManagedObject::SetText(TGText*)
195100	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	76	false	TGAction::operator=(TVisObjRef&)
196136	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	2400	RunningActions.size() == ActionIdToRunningAction.size()	TGAction::DeleteFinishedActions()
196303	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	2422	RunningActions.size() == ActionIdToRunningAction.size()	TGAction::DeleteFinishedActions()
200159	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	608	false	TGAction::Execute(bool, t_SkipCutsceneInfo*)
203333	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	508	false	TGAction::Execute(bool, t_SkipCutsceneInfo*)
205534	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	773	false	TGAction::Execute(bool, t_SkipCutsceneInfo*)
207611	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/actionGame.cpp	1092	false	TGAction::Execute(bool, t_SkipCutsceneInfo*)
212673	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/textGame.cpp	118	false	TGText::DetachOwner(TTextOwner*)
224094	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/console.cpp	1360	index >= 0 && index < 3	TConsole::ParseObjectName(int)
432832	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/scripting/scriptingutils.cpp	179	stackSizeBefore == stackSizeAfter	SaveGlobalScriptVariables(TVisionaireGame&)
433245	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/scripting/scriptingutils.cpp	250	false	TraverseList(TVList const&, int, TVisionaireGame&)
433835	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/scripting/scriptingutils.cpp	250	false	LoadGlobalScriptVariables(TVisionaireGame&)
433852	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/scripting/scriptingutils.cpp	285	stackSizeBefore == stackSizeAfter	LoadGlobalScriptVariables(TVisionaireGame&)
450803	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/control/gameController.cpp	198	gamecontroller_it != m_gamecontrollers.end()	TGameController::RemoveGameController(int)
462644	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/control/gameControl.cpp	3149	false	TGameControl::SavegameExists(int)
472834	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/control/gameControl.cpp	530	false	TGameControl::HandleMouseUp(wxPoint const&, TMouseMessageEnum)
483667	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/control/loadingControl.cpp	71	current >= 0 && current <= max	TLoadingControl::UpdateStatus(int, int)
483864	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/control/cursorControl.cpp	62	anim == m_currentAnimation	TCursorControl::AnimationStopped(TGAnimation*)
486638	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/control/masterControl.cpp	118	false	TMasterControl::Signal(TSignalData const&, TSignalData&)
494374	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/main/mainSDL.cpp	872	LogFile == NULL	Init(wxString const&, wxSize&, wxSize&, int, char**, wxCmdLineParser&)
494875	/home/simon/Documents/jenkins/branchPillars/src/vsplayer/main/mainSDL.cpp	885	LogFile != NULL	Init(wxString const&, wxSize&, wxSize&, int, char**, wxCmdLineParser&)
520350	/home/simon/Documents/jenkins/branchPillars/src/baselib/xmlWriter.cpp	67	Indent >= 0 && Indent < MAX_INDENTATION_LEVELS	TXMLWriter::StartTagS(char const*)
521176	/home/simon/Documents/jenkins/branchPillars/src/baselib/xmlWriter.cpp	247	Indent >= 0 && Indent < MAX_INDENTATION_LEVELS	TXMLWriter::FinishTag(int)
522023	/home/simon/Documents/jenkins/branchPillars/src/baselib/xmlWriter.cpp	233	Indent >= 0 && Indent < MAX_INDENTATION_LEVELS	TXMLWriter::AddContent(wxString const&)
522073	/home/simon/Documents/jenkins/branchPillars/src/baselib/xmlWriter.cpp	247	Indent >= 0 && Indent < MAX_INDENTATION_LEVELS	TXMLWriter::FinishTagS(char const*)
524042	/home/simon/Documents/jenkins/branchPillars/src/baselib/file.cpp	294	m_fileLength >= 0	TFile::ReadToBuf(TMemoryBuffer&, unsigned long)
525029	/home/simon/Documents/jenkins/branchPillars/src/baselib/file.cpp	414	!(flags & CONTENTFLAG_ENCRYPTED_HEADER)	TFile::PasteFile(wxFileName const&, wxString const&, long, unsigned long&)
527714	/home/simon/Documents/jenkins/branchPillars/src/baselib/xmlCommon.cpp	346	false	ConvertToBool(char const*, char const*)
541870	/home/simon/Documents/jenkins/branchPillars/src/baselib/composedfile.cpp	539	false	TComposedFile::GetComposedFileExtension() const
551943	/home/simon/Documents/jenkins/branchPillars/src/baselib/memfile.cpp	82	m_pData	TMemoryFile::GetBuffer()
553989	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	37	false	Salt(char*)
554242	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	37	false	ManipulateForMD5(char*)
554480	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	473	nLength % 4 == 0	md5::Transform(unsigned char*)
555383	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	455	nLength % 4 == 0	md5::Finalize()
555476	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	455	nLength % 4 == 0	md5::Finalize()
556239	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	455	nLength % 4 == 0	md5::Encode(unsigned char*, unsigned int*, unsigned int)
556299	/home/simon/Documents/jenkins/branchPillars/src/baselib/md5.cpp	473	nLength % 4 == 0	md5::Decode(unsigned int*, unsigned char*, unsigned int)
584857	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	198	false	TTypeGroup::operator=(TTypeGroup const&)
585170	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	305	descr >= 0 && descr < g_lookupTable.numEntries	TTypeGroup::GetTypeData(int) const
585186	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	314	false	TTypeGroup::GetTypeData(int) const
585370	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	339	descr >= 0 && descr < g_lookupTable.numEntries	TTypeGroup::GetType(int, bool) const
585418	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	350	false	TTypeGroup::GetType(int, bool) const
585736	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	198	false	TTypeGroup::TTypeGroup(TTypeGroup const&)
586016	/home/simon/Documents/jenkins/branchPillars/src/datastruct/typegrp.cpp	156	g_lookupTable.pEntries != NULL	TTypeGroup::AddType(TTypeData const&)
586544	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVList::~TVList()
586618	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVList::clear()
586672	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVList::erase(__gnu_cxx::__normal_iterator<TVisionaireObject**, std::vector<TVisionaireObject*, std::allocator<TVisionaireObject*> > >)
586904	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVList::pop_back()
586928	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	109	false	TVList::pop_back()
587627	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVisionaireObject::Release()
587924	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	552	false	TVisionaireObject::operator=(TVisionaireObject const&)
587947	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	559	false	TVisionaireObject::operator=(TVisionaireObject const*)
588223	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	598	pTable != NULL	TVisionaireObject::SetName(TCharHolder const&)
590806	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVisionaireObject::GetList(int, TVList&) const
592423	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVisionaireObject::SetValue(int, TVList const&, bool)
592523	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	1150	value != NULL	TVisionaireObject::IsLinked(int, TVisionaireObject const*) const
592765	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	1181	srcObject != NULL	TVisionaireObject::CopyContent(TVisionaireObject const*, bool, std::vector<int, std::allocator<int> >*)
593239	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVisionaireObject::Remove(bool, bool)
593313	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	284	RefCount == 0	TVisionaireObject::~TVisionaireObject()
593951	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	91	false	TVList::push_back(TVisObjRef const&)
594068	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	123	false	TVList::insert(__gnu_cxx::__normal_iterator<TVisionaireObject**, std::vector<TVisionaireObject*, std::allocator<TVisionaireObject*> > >, TVisObjRef const&)
594142	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVList::operator=(TVList const&)
594241	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	96	obj != NULL	TVList::push_back(TVisionaireObject*)
594325	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVisionaireObject::GetObjectsLinkedTo(TVList&, std::vector<int, std::allocator<int> >&) const
594410	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	96	obj != NULL	TVisionaireObject::GetObjectsLinkedTo(TVList&, std::vector<int, std::allocator<int> >&) const
594717	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	96	obj != NULL	TVisionaireObject::GetChildren(TVList&) const
594751	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	91	false	TVisionaireObject::GetChildren(TVList&) const
594813	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVList::copy(TVList const&)
595441	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	322	RefCount > 0 && RefCount < 3000	TVisionaireObject::GetLinks(int, eTypeOrder, TVList&) const
595502	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaireobject.cpp	96	obj != NULL	TVisionaireObject::GetLinks(int, eTypeOrder, TVList&) const
600171	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visobjref.cpp	590	false	TVisObjRef::CopyContent(TVisObjRef const&, bool, std::vector<int, std::allocator<int> >*)
600344	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visobjref.cpp	636	visionaire != NULL	TVisObjRef::GetVisionaire() const
600405	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	76	m_pTempData == NULL	TDataGroup::CreateTempData()
600806	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	377	false	_ZN10TDataGroup10RemoveLinkEiRK3TIdb_part_134
601152	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	144	false	TDataGroup::SetValue(int, void const*, eTypeData, TSendEventEnum)
601592	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	192	false	TDataGroup::GetValue(int, eTypeData) const
602197	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	737	!it->IsParentLink()	TDataGroup::ValidateAndAdaptLinks()
602363	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	697	!link.IsParentLink()	TDataGroup::ValidateAndAdaptLinks()
604142	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	421	false	TDataGroup::ForEachCall(eActivity, void*, void*)
605257	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	421	false	_ZN10TDataGroup11ForEachCallE9eActivityPvS1__constprop_220
605657	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	321	false	TDataGroup::SetLink(int, TId const&, bool, bool)
605836	/home/simon/Documents/jenkins/branchPillars/src/datastruct/datagrp.cpp	318	false	TDataGroup::SetLink(int, TId const&, bool, bool)
608396	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	1372	newPosT1 != -1 && newPosT2 != -1	ScrambledSorting(TTable*, TTable*)
608444	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	308	srcObject != NULL && parent != NULL	_ZN11TVisionaire10CopyObjectEPK17TVisionaireObjectPS0_ib_constprop_145
608971	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	116	MappedIds.empty()	TVisionaire::Clear()
608979	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	117	TempParentLinkRefs.empty()	TVisionaire::Clear()
609091	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	153	MainObject != NULL	TVisionaire::GetGame() const
609167	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	169	AnyObject != NULL	TVisionaire::GetAnyObject() const
609686	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	257	false	TVisionaire::CloneObject(TVisObjRef const&, bool)
609703	/home/simon/Documents/jenkins/branchPillars/src/datastruct/visionaire.cpp	284	false	TVisionaire::CloneObject(TVisObjRef const&, bool)
